time,temp,humi
2020-09-13 00:00:23.001643,25.988277175617966,30.93278400077924
2020-09-13 00:01:23.108197,25.924727544414065,30.92647083630144
2020-09-13 00:02:23.156885,25.72812839270644,30.618246435071523
2020-09-13 00:03:23.242710,25.48596072587538,30.51357461468524
2020-09-13 00:04:23.348712,25.391252872851034,30.786228828378036
2020-09-13 00:05:23.439425,25.445622022123093,31.140674941647795
2020-09-13 00:06:23.494283,25.295186036693483,31.387521917955834
2020-09-13 00:07:23.532908,25.22999013426844,31.55607952124419
2020-09-13 00:08:23.607812,24.928471150077186,31.954259248797197
2020-09-13 00:09:23.699248,25.01245980191218,31.950963065582602
2020-09-13 00:10:23.725136,24.968221684606643,31.978353746931386
2020-09-13 00:11:23.800081,25.35373978216586,31.619887338824128
2020-09-13 00:12:23.889543,25.49539989215503,31.15545840616404
2020-09-13 00:13:23.957302,25.32892658915966,31.4486914844828
2020-09-13 00:14:24.009999,25.109707250025853,31.63540888667591
2020-09-13 00:15:24.102724,25.132340323626458,31.952674909506666
2020-09-13 00:16:24.144940,25.131601234389947,31.900257982084643
2020-09-13 00:17:24.208354,25.326574180423226,31.809527497198523
2020-09-13 00:18:24.296181,25.603340123676283,31.479292908524698
2020-09-13 00:19:24.378058,25.340593609488163,31.49642130464846
2020-09-13 00:20:24.444488,25.563515931633226,31.196453522935645
2020-09-13 00:21:24.518266,25.528629758384376,30.75206898292798
2020-09-13 00:22:24.587761,25.536300172068295,31.17808655879087
2020-09-13 00:23:24.616623,25.6334060580438,30.887953854061212
2020-09-13 00:24:24.707517,25.399641073919486,30.640688247377344
2020-09-13 00:25:24.734157,25.154257669627267,31.1584814929863
2020-09-13 00:26:24.781152,25.567009117559554,30.92471544810099
2020-09-13 00:27:24.858065,25.788770239476996,30.836786866049774
2020-09-13 00:28:24.924177,25.78429228583491,30.978039621710522
2020-09-13 00:29:24.949162,25.870168435407763,30.855800871647467
2020-09-13 00:30:24.998123,25.77056321643977,30.573464275227284
2020-09-13 00:31:25.077774,25.67618656225754,30.830517440801618
2020-09-13 00:32:25.172682,25.528212097776496,31.489507740222464
2020-09-13 00:33:25.249294,25.741738858987336,31.083410169010264
2020-09-13 00:34:25.337370,25.51096454604486,31.452748189451068
2020-09-13 00:35:25.418211,25.29946991702758,31.878975312863577
2020-09-13 00:36:25.506269,25.408025088177457,31.81058651432382
2020-09-13 00:37:25.587775,25.7406432603103,31.401336213977796
2020-09-13 00:38:25.664606,25.687684670935784,30.84534264890551
2020-09-13 00:39:25.752921,25.521961349620724,31.163290021581744
2020-09-13 00:40:25.815872,25.666598944826045,31.143547819438275
2020-09-13 00:41:25.875245,25.37120336152072,31.368849678524143
2020-09-13 00:42:25.946031,25.368823319775522,31.172087253966613
2020-09-13 00:43:26.043477,25.332614524267797,31.036128041304888
2020-09-13 00:44:26.120646,25.268549464262378,31.598038048797388
2020-09-13 00:45:26.182836,25.36278364874282,31.69926909937052
2020-09-13 00:46:26.205617,25.31929113192329,31.662186969566708
2020-09-13 00:47:26.228393,25.306230740457945,31.332798737348572
2020-09-13 00:48:26.327525,25.36979551611116,30.923608774654507
2020-09-13 00:49:26.407433,25.581429493537023,31.495777788964585
2020-09-13 00:50:26.488106,25.807540989700847,31.346311952038924
2020-09-13 00:51:26.555620,25.847331109847957,31.265420753909314
2020-09-13 00:52:26.626818,25.84328753986655,31.302510661894903
2020-09-13 00:53:26.718032,25.435015957840776,31.74723408386394
2020-09-13 00:54:26.759115,25.477078676673663,31.983958717808846
2020-09-13 00:55:26.837781,25.404981805480592,31.985684148578436
2020-09-13 00:56:26.927306,25.642438640704572,31.57702094232925
2020-09-13 00:57:27.021057,25.48631103620018,31.992637834648846
2020-09-13 00:58:27.097798,25.220138904540548,32.23521248485748
2020-09-13 00:59:27.143852,25.458821219786046,31.646013875521607
2020-09-13 01:00:27.218143,25.190191602182882,31.973586186194026
