time,temp,humi
2020-08-20 00:00:57.269862,25.232523282656693,41.05085099381322
2020-08-20 00:01:57.368885,24.645201792495087,42.46554353976912
2020-08-20 00:02:57.466543,25.697264043210694,41.110687279067804
2020-08-20 00:03:57.557452,26.373945155977033,39.715438325873265
2020-08-20 00:04:57.640034,26.642706023631757,39.265104455196436
2020-08-20 00:05:57.720960,26.231622673319535,41.7377207712837
2020-08-20 00:06:57.796503,26.543925289963184,40.894818515967934
2020-08-20 00:07:57.876988,26.399170091150154,40.356800268465555
2020-08-20 00:08:57.948052,24.072207044937468,42.321118054205726
2020-08-20 00:09:58.003957,23.95702325385271,44.18907115254356
2020-08-20 00:10:58.096560,25.601356383806838,41.77617996456544
2020-08-20 00:11:58.174731,26.28229827362006,40.38248877377857
2020-08-20 00:12:58.277711,26.559583970803832,39.70208643984801
2020-08-20 00:13:58.328864,26.543899962174084,41.185887267346416
2020-08-20 00:14:58.416566,26.761922826070126,41.10038596197275
2020-08-20 00:15:58.486769,25.8007817871152,40.65563877274423
2020-08-20 00:16:58.572766,24.959040270807357,40.91921513539277
2020-08-20 00:17:58.648678,25.56393070987736,40.874904034301416
2020-08-20 00:18:58.708554,26.61536190554874,39.22421753831429
2020-08-20 00:19:58.789358,26.69216525464888,38.91993006493715
2020-08-20 00:20:58.889165,26.438148419910316,40.79849985915323
2020-08-20 00:21:58.937503,26.39130937681089,40.81058739086066
2020-08-20 00:22:59.016769,26.698873535257885,39.785069682734935
2020-08-20 00:23:59.069295,24.58107230768847,41.07120766432651
2020-08-20 00:24:59.151303,24.495284690864935,42.996432719883586
2020-08-20 00:25:59.233157,25.714339918213625,41.056363005412926
2020-08-20 00:26:59.293172,26.308450766350617,39.76446361499408
2020-08-20 00:27:59.386859,26.537869547689915,39.314214871634746
2020-08-20 00:28:59.436153,26.425987190428604,41.19245131019391
2020-08-20 00:29:59.520073,26.876412991014305,40.25792266715372
2020-08-20 00:30:59.600549,25.568756662011165,40.5659740451699
2020-08-20 00:31:59.668650,24.11557914662789,42.87584855050401
2020-08-20 00:32:59.766922,24.863974452826085,42.24215271483309
2020-08-20 00:33:59.784807,25.99739093400144,40.08139819694152
2020-08-20 00:34:59.803430,26.29798238844064,39.65625322171643
2020-08-20 00:35:59.877281,25.985417755427093,41.944262891739726
2020-08-20 00:36:59.956647,26.072889243403647,41.20577487564075
2020-08-20 00:38:00.011217,26.401025601305566,40.97442809150677
2020-08-20 00:39:00.088541,25.53636071557109,39.82826620508127
2020-08-20 00:40:00.176738,24.324203881060626,42.58639017772665
2020-08-20 00:41:00.259808,25.782503147939266,40.353800420641775
2020-08-20 00:42:00.341589,26.276706478985336,39.285494637745416
2020-08-20 00:43:00.416558,26.497424340768944,39.12085856843538
2020-08-20 00:44:00.461233,25.92555198325288,41.568926267484215
2020-08-20 00:45:00.536544,26.57118091996962,40.368352222803274
2020-08-20 00:46:00.610395,25.629249490789306,40.79623217589892
2020-08-20 00:47:00.706556,24.69947463847474,41.4576880353914
2020-08-20 00:48:00.776969,25.272443383300114,41.214547292824214
2020-08-20 00:49:00.850334,26.116493600848614,39.58968298178641
2020-08-20 00:50:00.928044,26.477389797155304,39.042510231572024
2020-08-20 00:51:00.998260,26.184307249780787,41.12052746762075
2020-08-20 00:52:01.177150,26.387573153274097,40.47190714094429
2020-08-20 00:53:01.272475,26.253512625935855,40.24240163409422
2020-08-20 00:54:01.386576,25.246264701390015,40.247256856193815
2020-08-20 00:55:01.469216,24.46983048727033,42.05518048159352
2020-08-20 00:56:01.551459,25.961270429259457,39.62031217496272
2020-08-20 00:57:01.654739,26.004084634782956,39.10388635394822
2020-08-20 00:58:01.749742,26.49486747222628,38.45216386310497
2020-08-20 00:59:01.789419,25.764624231538285,41.39349551521979
2020-08-20 01:00:01.866881,26.53028539028416,39.76707605573276
2020-08-20 01:01:01.949934,25.905166254755002,39.54134064378215
2020-08-20 01:02:01.998410,25.073878673984545,40.45914168287657
2020-08-20 01:03:02.041586,25.529050772531583,40.057436116039604
2020-08-20 01:04:02.146582,26.275841661371054,38.64157660821647
2020-08-20 01:05:02.178257,26.406919079308917,38.39113411808242
2020-08-20 01:06:02.212458,25.916048275406656,40.80537053263933
2020-08-20 01:07:02.243208,26.25653449740497,39.9014989563548
2020-08-20 01:08:02.309753,26.190751653389526,39.44114192758279
2020-08-20 01:09:02.386522,24.651766948636126,40.659909280437105
2020-08-20 01:10:02.468453,24.462507497622486,41.892091757247506
2020-08-20 01:11:02.519989,25.75952159722541,39.71132753874234
2020-08-20 01:12:02.597215,26.25308641795619,38.84848363819066
2020-08-20 01:13:02.666579,26.401264603596946,38.391507948510494
2020-08-20 01:14:02.697413,25.65329407347444,41.32121375300511
2020-08-20 01:15:02.798486,26.481026302529337,39.76151874681503
2020-08-20 01:16:02.888892,25.70127336153638,39.341299930820526
2020-08-20 01:17:02.987120,24.05337403036538,41.99530438104057
2020-08-20 01:18:03.083680,25.32391853179036,40.54257046749283
2020-08-20 01:19:03.166559,26.2437837397315,39.01280775143313
2020-08-20 01:20:03.264644,26.36068083979581,38.92117981397465
2020-08-20 01:21:03.314934,25.30771952525287,41.962839047390155
2020-08-20 01:22:03.396570,25.94006961758918,40.357680519683605
2020-08-20 01:23:03.486566,26.043501657370413,39.87307674532843
2020-08-20 01:24:03.580211,24.05571672276525,40.88493973807929
2020-08-20 01:25:03.669599,24.20124971509064,42.32095526775769
2020-08-20 01:26:03.792094,25.7242423344705,39.73628036230386
2020-08-20 01:27:03.895285,26.242392108216,38.78263481329584
2020-08-20 01:28:03.977445,26.393729260575665,38.38056620683777
2020-08-20 01:29:04.016184,26.019355075267022,40.56383312515602
2020-08-20 01:30:04.062689,26.675742019298646,39.27642667055608
2020-08-20 01:31:04.147862,24.889293415560743,40.36859099477457
2020-08-20 01:32:04.179591,23.74387509024871,42.35150840211152
2020-08-20 01:33:04.217659,25.23985785990969,40.57350005738179
2020-08-20 01:34:04.289030,26.102752681182324,39.08671667013866
2020-08-20 01:35:04.375518,26.24101302815175,38.72170108715857
2020-08-20 01:36:04.461034,25.815638185613864,40.95185618175526
2020-08-20 01:37:04.526047,26.38362449949655,39.59814488421165
2020-08-20 01:38:04.597407,26.4842989354023,38.90623299162891
2020-08-20 01:39:04.679764,24.358148378692686,40.58831941334409
2020-08-20 01:40:04.756567,24.05976956424896,42.39948177525411
