time,100-200,500-600,1000-1200,2000-3000
2020-08-08 00:00:18.892355,31.55631407174486,9.729914549524372,6.08527240650644,4.8896217429057485
2020-08-08 00:01:19.005924,31.63906121571264,9.592511177404152,6.002539639745495,4.4613284355908736
2020-08-08 00:02:19.111635,34.38199211975066,12.632408244532996,10.001539455230361,8.844963566852682
2020-08-08 00:03:19.194210,32.228639545880526,11.126182314685117,8.891206869717172,11.375564092559493
2020-08-08 00:04:19.272725,31.98058642847112,10.086053929521137,7.156569591562427,5.883271566556669
2020-08-08 00:05:19.346111,33.64309590806067,11.7263550404193,8.366023170544606,7.623008910382264
2020-08-08 00:06:19.417100,31.710894941672915,9.594590994091867,5.731588685992431,4.260781962263199
2020-08-08 00:07:19.507517,32.739893254621386,10.084343331481177,5.676911209732605,4.2644125527064825
2020-08-08 00:08:19.618462,36.01463458057848,15.298166875919016,13.142785511878628,11.441919929260381
2020-08-08 00:09:19.719334,34.102078476646824,12.111894080966056,9.062578573462511,7.5517050175949425
2020-08-08 00:10:19.828200,37.67042125977883,17.932788061471754,16.133220748680728,14.187659598513953
2020-08-08 00:11:19.903890,32.311583061744166,11.752639084457856,9.771687003131765,9.14834822161542
2020-08-08 00:12:20.001814,33.54314355877181,11.142925815389281,7.926081108950607,7.011316409743421
2020-08-08 00:13:20.100105,32.9054370231954,10.780102234617587,6.890572178680891,5.499816921849739
2020-08-08 00:14:20.208232,32.17949203116573,10.376668528900538,6.23342013645703,6.490895994464819
2020-08-08 00:15:20.242422,31.92639598355642,9.623202044170164,4.857637746995369,3.77494221558483
2020-08-08 00:16:20.309249,33.96698331706901,12.282460128682553,9.220065996011597,8.686825221955912
2020-08-08 00:17:20.372347,35.09104526612402,13.426207651367438,11.269126429731774,10.604783399122757
2020-08-08 00:18:20.482084,32.62673445182095,9.81764850927413,5.270364604282854,3.8082039001847248
2020-08-08 00:19:20.572766,33.88363489982567,12.114757686002926,8.831708119660938,8.175222183900791
2020-08-08 00:20:20.669274,31.572915942788754,9.386667510325577,5.104271853992876,3.5847877084118487
2020-08-08 00:21:20.774578,32.8344870306861,10.760942212001021,6.752534806451386,6.049033053933782
2020-08-08 00:22:20.869296,34.06460441288463,12.251921773564797,9.70940854848074,8.91833058456976
2020-08-08 00:23:20.968095,34.6921192297366,13.251349772581445,10.499426136136126,9.114218211893538
2020-08-08 00:24:21.053926,34.879614040661274,13.425469040685412,10.917208787293676,9.353607934063012
2020-08-08 00:25:21.149336,32.74989779087322,10.258197524540272,6.130551501916808,4.824445183856289
2020-08-08 00:26:21.260661,32.07769867965074,10.564468506419557,7.10706457097971,8.977844176012653
2020-08-08 00:27:21.347776,36.462579969394895,16.414240092837687,14.365791519248866,12.570691873280094
2020-08-08 00:28:21.429584,34.773173386181945,13.186850236305975,10.947030183360484,10.26816801569278
2020-08-08 00:29:21.529934,32.032769033850066,10.065801331115257,6.534997546257225,6.920354086807363
2020-08-08 00:30:21.570511,32.02094265755104,10.912832868415256,8.484926739745685,10.88539826291579
2020-08-08 00:31:21.670322,32.84862062602449,10.316124207132264,6.426552238995272,5.321871452120133
2020-08-08 00:32:21.769115,31.780766624247875,10.168157210096085,7.150356065106016,6.661731075804339
2020-08-08 00:33:21.856149,31.887250840172484,9.394443604518543,4.649799799653234,3.113047069062353
2020-08-08 00:34:21.949320,34.123431172222396,11.96300798845911,9.195390291793055,8.285994242066574
2020-08-08 00:35:22.044919,32.85626006931626,10.352186562060302,6.284169704198105,4.858676869139814
2020-08-08 00:36:22.144288,32.242719849068365,10.22772078712567,6.0093452973174974,6.188991008934377
2020-08-08 00:37:22.237770,33.43320334815763,11.026621739597912,7.77325837170546,6.839013707407781
2020-08-08 00:38:22.337790,31.81930565188454,9.303984726663499,4.6161734851761285,2.90511827362977
2020-08-08 00:39:22.432599,31.94172045322673,10.497406824722002,6.91833996852847,7.379961932890392
2020-08-08 00:40:22.505929,32.491713344348625,10.275323295540309,6.2524679161622085,5.819762577290767
2020-08-08 00:41:22.606502,33.54299530808283,11.720668637563527,8.191085369302208,7.462541320837467
2020-08-08 00:42:22.697962,31.95233114086986,10.466662218232457,7.5359352846083905,7.289698556820657
