time,distance,litros,litrosTotales
2023-10-17 00:00:33.936023,17.66,5904.0,1.0
2023-10-17 00:01:38.454751,18.3,5886.0,1.0
2023-10-17 00:02:43.016704,18.31,5886.0,1.0
2023-10-17 00:03:47.567354,17.36,5916.0,1.0
2023-10-17 00:04:52.068353,17.35,5916.0,1.0
2023-10-17 00:05:56.632448,17.3,5916.0,1.0
2023-10-17 00:07:01.148326,17.29,5922.0,1.0
2023-10-17 00:08:05.713876,17.32,5916.0,1.0
2023-10-17 00:09:10.274742,17.65,5904.0,1.0
2023-10-17 00:10:14.796463,17.6,5910.0,1.0
2023-10-17 00:11:19.282333,18.27,5886.0,1.0
2023-10-17 00:12:23.801969,17.32,5916.0,1.0
2023-10-17 00:13:28.336465,17.37,5916.0,1.0
2023-10-17 00:14:32.903871,17.35,5916.0,1.0
2023-10-17 00:15:37.476366,17.31,5916.0,1.0
2023-10-17 00:16:42.004671,17.37,5916.0,1.0
2023-10-17 00:17:46.558703,18.21,5886.0,1.0
2023-10-17 00:18:51.102981,17.65,5904.0,1.0
2023-10-17 00:19:55.659663,18.31,5886.0,1.0
2023-10-17 00:21:00.215687,17.31,5916.0,1.0
2023-10-17 00:22:04.749853,17.38,5916.0,1.0
2023-10-17 00:23:09.315349,17.37,5916.0,1.0
2023-10-17 00:24:13.858948,17.38,5916.0,1.0
2023-10-17 00:25:18.388605,17.36,5916.0,1.0
2023-10-17 00:26:22.900797,17.31,5916.0,1.0
2023-10-17 00:27:27.477343,17.66,5904.0,1.0
2023-10-17 00:28:32.037698,17.66,5904.0,1.0
2023-10-17 00:29:36.570136,18.31,5886.0,1.0
2023-10-17 00:30:41.138795,17.36,5916.0,1.0
2023-10-17 00:31:45.705878,17.32,5916.0,1.0
2023-10-17 00:32:50.230864,17.38,5916.0,1.0
2023-10-17 00:33:54.792869,17.31,5916.0,1.0
2023-10-17 00:34:59.356075,17.34,5916.0,1.0
2023-10-17 00:36:03.903225,17.68,5904.0,1.0
2023-10-17 00:37:08.424684,17.64,5904.0,1.0
2023-10-17 00:38:12.988930,18.31,5886.0,1.0
2023-10-17 00:39:17.519861,17.33,5916.0,1.0
2023-10-17 00:40:22.073565,17.3,5916.0,1.0
2023-10-17 00:41:26.628437,17.3,5916.0,1.0
2023-10-17 00:42:31.199281,17.35,5916.0,1.0
2023-10-17 00:43:35.719868,17.35,5916.0,1.0
2023-10-17 00:44:40.260409,18.28,5886.0,1.0
2023-10-17 00:45:44.831296,18.3,5886.0,1.0
2023-10-17 00:46:49.415386,17.32,5916.0,1.0
2023-10-17 00:47:53.915340,17.36,5916.0,1.0
2023-10-17 00:48:58.431969,17.35,5916.0,1.0
2023-10-17 00:50:02.992344,17.34,5916.0,1.0
2023-10-17 00:51:07.570450,17.32,5916.0,1.0
