time,distance,litros,litrosTotales
2023-10-31 00:00:44.059641,76.58,3828.0,1.0
2023-10-31 00:01:49.723713,76.58,3828.0,1.0
2023-10-31 00:02:55.422966,76.77,3822.0,1.0
2023-10-31 00:04:01.101542,76.99,3810.0,1.0
2023-10-31 00:05:06.792089,77.0,3810.0,1.0
2023-10-31 00:06:12.429777,77.71,3786.0,1.0
2023-10-31 00:07:18.121433,77.02,3810.0,1.0
2023-10-31 00:08:23.810495,77.53,3792.0,1.0
2023-10-31 00:09:29.489818,77.04,3810.0,1.0
2023-10-31 00:10:35.130389,77.03,3810.0,1.0
2023-10-31 00:11:40.777440,77.05,3810.0,1.0
2023-10-31 00:12:46.450092,76.57,3828.0,1.0
2023-10-31 00:13:52.107870,76.59,3828.0,1.0
2023-10-31 00:14:57.799668,77.85,3780.0,1.0
2023-10-31 00:16:03.475662,77.02,3810.0,1.0
2023-10-31 00:17:09.162362,77.86,3780.0,1.0
2023-10-31 00:18:14.793346,77.06,3810.0,1.0
2023-10-31 00:19:20.480124,76.94,3816.0,1.0
2023-10-31 00:20:26.172969,77.03,3810.0,1.0
2023-10-31 00:21:31.817273,76.57,3828.0,1.0
2023-10-31 00:22:37.497751,76.6,3828.0,1.0
2023-10-31 00:23:43.201488,77.48,3792.0,1.0
2023-10-31 00:24:48.845994,77.03,3810.0,1.0
2023-10-31 00:25:54.485430,76.58,3828.0,1.0
2023-10-31 00:27:00.142972,76.99,3810.0,1.0
2023-10-31 00:28:05.831868,76.55,3828.0,1.0
2023-10-31 00:29:11.502145,77.36,3798.0,1.0
2023-10-31 00:30:17.164403,77.96,3780.0,1.0
2023-10-31 00:31:22.839757,76.65,3822.0,1.0
2023-10-31 00:32:28.462393,76.97,3810.0,1.0
2023-10-31 00:33:34.128685,77.6,3792.0,1.0
2023-10-31 00:34:39.847168,76.13,3840.0,1.0
2023-10-31 00:35:45.541450,76.55,3828.0,1.0
2023-10-31 00:36:51.199312,77.04,3810.0,1.0
2023-10-31 00:37:56.874334,77.42,3798.0,1.0
2023-10-31 00:39:02.539431,77.4,3798.0,1.0
2023-10-31 00:40:08.206606,77.0,3810.0,1.0
2023-10-31 00:41:13.892253,76.59,3828.0,1.0
2023-10-31 00:42:19.590178,76.56,3828.0,1.0
2023-10-31 00:43:25.255406,77.37,3798.0,1.0
2023-10-31 00:44:30.885573,75.87,3852.0,1.0
2023-10-31 00:45:36.585410,76.67,3822.0,1.0
2023-10-31 00:46:42.279169,77.4,3798.0,1.0
2023-10-31 00:47:47.929482,76.56,3828.0,1.0
2023-10-31 00:48:53.616744,76.92,3816.0,1.0
2023-10-31 00:49:59.264899,76.59,3828.0,1.0
2023-10-31 00:51:04.939833,76.55,3828.0,1.0
2023-10-31 00:52:10.628201,76.59,3828.0,1.0
2023-10-31 00:53:16.322424,77.81,3786.0,1.0
2023-10-31 00:54:22.009542,77.02,3810.0,1.0
2023-10-31 00:55:27.680134,77.01,3810.0,1.0
2023-10-31 00:56:33.378054,77.82,3780.0,1.0
2023-10-31 00:57:39.068989,76.58,3828.0,1.0
