time,distance,litros,litrosTotales
2023-09-30 00:00:03.642374,17.68,5904.0,1.0
2023-09-30 00:01:08.180472,17.66,5904.0,1.0
2023-09-30 00:02:12.704953,17.66,5904.0,1.0
2023-09-30 00:03:17.243300,17.66,5904.0,1.0
2023-09-30 00:04:21.737992,17.66,5904.0,1.0
2023-09-30 00:05:26.248381,17.69,5904.0,1.0
2023-09-30 00:06:30.796356,17.99,5892.0,1.0
2023-09-30 00:07:35.293291,17.53,5910.0,1.0
2023-09-30 00:08:39.832340,17.99,5892.0,1.0
2023-09-30 00:09:44.376631,17.31,5916.0,1.0
2023-09-30 00:10:48.944374,17.64,5904.0,1.0
2023-09-30 00:11:53.490990,17.63,5910.0,1.0
2023-09-30 00:12:58.012458,17.66,5904.0,1.0
2023-09-30 00:14:02.564519,17.68,5904.0,1.0
2023-09-30 00:15:07.126663,17.67,5904.0,1.0
2023-09-30 00:16:11.650556,18.01,5892.0,1.0
2023-09-30 00:17:16.159286,17.94,5898.0,1.0
2023-09-30 00:18:20.664337,17.37,5916.0,1.0
2023-09-30 00:19:25.236102,17.7,5904.0,1.0
2023-09-30 00:20:29.795322,17.66,5904.0,1.0
2023-09-30 00:21:34.317904,17.7,5904.0,1.0
2023-09-30 00:22:38.846578,17.62,5910.0,1.0
2023-09-30 00:23:43.380590,17.63,5910.0,1.0
2023-09-30 00:24:47.892569,17.67,5904.0,1.0
2023-09-30 00:25:52.404535,18.03,5892.0,1.0
2023-09-30 00:26:56.916021,17.7,5904.0,1.0
2023-09-30 00:28:01.471429,17.3,5916.0,1.0
2023-09-30 00:29:06.038121,17.64,5904.0,1.0
2023-09-30 00:30:10.592388,17.6,5910.0,1.0
2023-09-30 00:31:15.146188,17.65,5904.0,1.0
2023-09-30 00:32:19.727915,17.86,5898.0,1.0
2023-09-30 00:33:24.238799,17.66,5904.0,1.0
2023-09-30 00:34:28.812706,17.64,5904.0,1.0
2023-09-30 00:35:33.352368,17.93,5898.0,1.0
2023-09-30 00:36:37.856641,17.94,5898.0,1.0
2023-09-30 00:37:42.427664,18.03,5892.0,1.0
2023-09-30 00:38:46.966927,17.65,5904.0,1.0
2023-09-30 00:39:51.469791,17.65,5904.0,1.0
2023-09-30 00:40:56.020459,17.63,5910.0,1.0
2023-09-30 00:42:00.599012,17.65,5904.0,1.0
2023-09-30 00:43:05.138452,17.66,5904.0,1.0
2023-09-30 00:44:09.660700,18.21,5886.0,1.0
2023-09-30 00:45:14.233454,18.01,5892.0,1.0
2023-09-30 00:46:18.800182,17.35,5916.0,1.0
2023-09-30 00:47:23.329652,17.64,5904.0,1.0
2023-09-30 00:48:27.860412,17.7,5904.0,1.0
2023-09-30 00:49:32.392377,17.66,5904.0,1.0
2023-09-30 00:50:36.947048,17.65,5904.0,1.0
2023-09-30 00:51:41.451137,17.59,5910.0,1.0
2023-09-30 00:52:45.946134,17.68,5904.0,1.0
2023-09-30 00:53:50.469077,17.93,5898.0,1.0
2023-09-30 00:54:54.997152,17.96,5898.0,1.0
2023-09-30 00:55:59.524081,17.38,5916.0,1.0
2023-09-30 00:57:04.089298,17.65,5904.0,1.0
2023-09-30 00:58:08.655860,17.64,5904.0,1.0
2023-09-30 00:59:13.238640,17.65,5904.0,1.0
2023-09-30 01:00:17.756567,17.71,5904.0,1.0
2023-09-30 01:01:22.332376,17.67,5904.0,1.0
2023-09-30 01:02:26.893955,17.62,5910.0,1.0
2023-09-30 01:03:31.416493,17.94,5898.0,1.0
2023-09-30 01:04:35.951185,17.99,5892.0,1.0
2023-09-30 01:05:40.508606,17.93,5898.0,1.0
2023-09-30 01:06:45.068629,17.6,5910.0,1.0
2023-09-30 01:07:49.634934,17.68,5904.0,1.0
2023-09-30 01:08:54.209557,17.69,5904.0,1.0
2023-09-30 01:09:58.733063,17.64,5904.0,1.0
2023-09-30 01:11:03.302711,17.63,5910.0,1.0
2023-09-30 01:12:07.864790,17.68,5904.0,1.0
2023-09-30 01:13:12.441748,17.94,5898.0,1.0
2023-09-30 01:14:17.008566,17.94,5898.0,1.0
2023-09-30 01:15:21.591412,17.64,5904.0,1.0
2023-09-30 01:16:26.089622,17.72,5904.0,1.0
2023-09-30 01:17:30.650748,17.67,5904.0,1.0
2023-09-30 01:18:35.171392,17.71,5904.0,1.0
2023-09-30 01:19:39.733573,17.63,5910.0,1.0
2023-09-30 01:20:44.269469,17.69,5904.0,1.0
2023-09-30 01:21:48.775185,17.61,5910.0,1.0
2023-09-30 01:22:53.298753,17.93,5898.0,1.0
2023-09-30 01:23:57.886751,18.02,5892.0,1.0
2023-09-30 01:25:02.442246,17.65,5904.0,1.0
2023-09-30 01:26:06.987527,17.66,5904.0,1.0
2023-09-30 01:27:11.520324,17.69,5904.0,1.0
2023-09-30 01:28:16.086782,17.71,5904.0,1.0
2023-09-30 01:29:20.665742,17.46,5916.0,1.0
2023-09-30 01:30:25.229649,17.65,5904.0,1.0
2023-09-30 01:31:29.757954,17.96,5898.0,1.0
2023-09-30 01:32:34.292491,17.98,5892.0,1.0
2023-09-30 01:33:38.851573,17.7,5904.0,1.0
2023-09-30 01:34:43.392474,17.66,5904.0,1.0
2023-09-30 01:35:47.930590,17.66,5904.0,1.0
2023-09-30 01:36:52.474972,17.66,5904.0,1.0
2023-09-30 01:37:57.040586,17.66,5904.0,1.0
2023-09-30 01:39:01.608329,17.67,5904.0,1.0
2023-09-30 01:40:06.177527,18.34,5880.0,1.0
2023-09-30 01:41:10.686600,17.96,5898.0,1.0
2023-09-30 01:42:15.238531,17.66,5904.0,1.0
2023-09-30 01:43:19.776465,17.61,5910.0,1.0
2023-09-30 01:44:24.332594,17.68,5904.0,1.0
2023-09-30 01:45:28.893913,17.66,5904.0,1.0
2023-09-30 01:46:33.428612,17.97,5898.0,1.0
2023-09-30 01:47:37.952328,18.0,5892.0,1.0
2023-09-30 01:48:42.466864,17.95,5898.0,1.0
2023-09-30 01:49:46.989510,17.93,5898.0,1.0
2023-09-30 01:50:51.545415,17.3,5916.0,1.0
2023-09-30 01:51:56.122375,17.56,5910.0,1.0
2023-09-30 01:53:00.664469,17.64,5904.0,1.0
2023-09-30 01:54:05.220618,17.69,5904.0,1.0
