time,distance,litros,litrosTotales
2023-08-28 00:00:38.356300,16.95,5934.0,1.0
2023-08-28 00:01:42.935325,16.95,5934.0,1.0
2023-08-28 00:02:47.492126,17.64,5904.0,1.0
2023-08-28 00:03:52.047240,17.86,5898.0,1.0
2023-08-28 00:04:56.612364,17.65,5904.0,1.0
2023-08-28 00:06:01.185346,16.64,5940.0,1.0
2023-08-28 00:07:05.741411,16.69,5940.0,1.0
2023-08-28 00:08:10.270642,16.63,5940.0,1.0
2023-08-28 00:09:14.816647,16.65,5940.0,1.0
2023-08-28 00:10:19.356425,16.67,5940.0,1.0
2023-08-28 00:11:23.888599,16.95,5934.0,1.0
2023-08-28 00:12:28.464577,17.22,5922.0,1.0
2023-08-28 00:13:33.015640,17.65,5904.0,1.0
2023-08-28 00:14:37.589674,16.68,5940.0,1.0
2023-08-28 00:15:42.126684,16.65,5940.0,1.0
2023-08-28 00:16:46.641138,16.71,5940.0,1.0
2023-08-28 00:17:51.188513,16.19,5958.0,1.0
2023-08-28 00:18:55.744369,16.71,5940.0,1.0
2023-08-28 00:20:00.311679,16.96,5928.0,1.0
2023-08-28 00:21:04.879905,16.65,5940.0,1.0
2023-08-28 00:22:09.412873,17.61,5910.0,1.0
2023-08-28 00:23:13.889588,17.61,5910.0,1.0
2023-08-28 00:24:18.419302,16.67,5940.0,1.0
2023-08-28 00:25:22.976302,16.69,5940.0,1.0
2023-08-28 00:26:27.520312,16.65,5940.0,1.0
2023-08-28 00:27:32.030926,16.67,5940.0,1.0
2023-08-28 00:28:36.607334,16.73,5940.0,1.0
2023-08-28 00:29:41.150260,17.0,5928.0,1.0
2023-08-28 00:30:45.702638,17.59,5910.0,1.0
2023-08-28 00:31:50.200372,17.64,5904.0,1.0
2023-08-28 00:32:54.753295,17.61,5910.0,1.0
2023-08-28 00:33:59.278492,16.67,5940.0,1.0
2023-08-28 00:35:03.828412,16.54,5946.0,1.0
2023-08-28 00:36:08.336435,16.68,5940.0,1.0
2023-08-28 00:37:12.850567,16.67,5940.0,1.0
2023-08-28 00:38:17.374471,16.67,5940.0,1.0
2023-08-28 00:39:21.901273,16.07,5964.0,1.0
2023-08-28 00:40:26.468281,17.63,5910.0,1.0
2023-08-28 00:41:31.035790,17.64,5904.0,1.0
2023-08-28 00:42:35.608698,18.52,5874.0,1.0
2023-08-28 00:43:40.180448,16.69,5940.0,1.0
