time,distance,litros
2023-05-10 10:35:51.757271,76.9,636.0
2023-05-10 10:36:57.442766,75.58,644.0
2023-05-10 10:38:03.085760,75.13,646.0
2023-05-10 10:39:08.780811,77.33,633.0
2023-05-10 10:40:14.439893,76.45,639.0
2023-05-10 10:41:20.135850,75.99,641.0
2023-05-10 10:42:25.788099,75.99,641.0
2023-05-10 10:43:31.484101,76.9,636.0
2023-05-10 10:44:37.193650,75.2,646.0
2023-05-10 10:45:42.819950,76.85,636.0
2023-05-10 10:46:48.517285,75.63,643.0
2023-05-10 10:47:54.199806,75.96,641.0
2023-05-10 10:48:59.884929,76.88,636.0
2023-05-10 10:50:05.585744,75.66,643.0
2023-05-10 10:51:11.272157,76.41,639.0
2023-05-10 10:52:16.918181,76.47,638.0
2023-05-10 10:53:22.595783,75.66,643.0
2023-05-10 10:54:28.251876,75.98,641.0
2023-05-10 10:55:33.904714,86.28,581.0
2023-05-10 10:56:39.583972,75.57,644.0
2023-05-10 10:57:45.276181,75.98,641.0
2023-05-10 10:58:50.936599,75.21,646.0
2023-05-10 10:59:56.643215,75.67,643.0
2023-05-10 11:01:02.284506,75.64,643.0
2023-05-10 11:02:07.998079,76.04,641.0
2023-05-10 11:03:13.695248,76.4,639.0
2023-05-10 11:04:19.382842,76.39,639.0
2023-05-10 11:05:25.082473,74.77,648.0
2023-05-10 11:06:30.773431,76.4,639.0
2023-05-10 11:07:36.454570,75.64,643.0
2023-05-10 11:08:42.156868,76.01,641.0
2023-05-10 11:09:47.826382,76.38,639.0
2023-05-10 11:10:53.491959,75.99,641.0
2023-05-10 11:11:59.187768,75.64,643.0
2023-05-10 11:13:04.845476,75.55,644.0
2023-05-10 11:14:10.512358,76.48,638.0
2023-05-10 11:15:16.147953,75.95,641.0
2023-05-10 11:16:21.778620,75.14,646.0
2023-05-10 11:17:27.460307,75.57,644.0
2023-05-10 11:18:33.076022,76.43,639.0
2023-05-10 11:19:38.773891,75.97,641.0
2023-05-10 11:20:44.466962,74.75,649.0
2023-05-10 11:21:50.171136,75.98,641.0
2023-05-10 11:22:55.812004,76.88,636.0
2023-05-10 11:24:01.503972,75.96,641.0
2023-05-10 11:25:07.155978,76.04,641.0
2023-05-10 11:26:12.819998,76.5,638.0
2023-05-10 11:27:18.498626,76.75,637.0
2023-05-10 11:28:24.175896,75.64,643.0
2023-05-10 11:29:29.850960,76.1,641.0
2023-05-10 11:30:35.520813,75.21,646.0
2023-05-10 11:31:41.139982,76.46,638.0
2023-05-10 11:32:46.803850,75.99,641.0
2023-05-10 11:33:52.462813,76.4,639.0
2023-05-10 11:34:58.131947,75.54,644.0
2023-05-10 11:36:03.763981,76.37,639.0
2023-05-10 11:37:09.454980,76.01,641.0
2023-05-10 11:38:15.138132,75.96,641.0
2023-05-10 11:39:20.815097,75.59,644.0
2023-05-10 11:40:26.485874,75.6,644.0
2023-05-10 11:41:32.147988,75.99,641.0
2023-05-10 11:42:37.811342,76.47,638.0
2023-05-10 11:43:43.486737,76.0,641.0
2023-05-10 11:44:49.108285,75.61,643.0
2023-05-10 11:45:54.810887,75.57,644.0
2023-05-10 11:47:00.444372,76.01,641.0
2023-05-10 11:48:06.103965,75.97,641.0
2023-05-10 11:49:11.775322,75.6,644.0
2023-05-10 11:50:17.459962,75.98,641.0
2023-05-10 11:51:23.139955,75.99,641.0
2023-05-10 11:52:28.821903,76.49,638.0
2023-05-10 11:53:34.455838,75.98,641.0
2023-05-10 11:54:40.147858,76.01,641.0
2023-05-10 11:55:45.839230,76.79,637.0
2023-05-10 11:56:51.475156,76.43,639.0
2023-05-10 11:57:57.169785,75.97,641.0
2023-05-10 11:59:02.866496,76.37,639.0
2023-05-10 12:00:08.500239,75.96,641.0
2023-05-10 12:01:14.170970,75.12,646.0
2023-05-10 12:02:19.843319,76.44,639.0
2023-05-10 12:03:25.525192,76.47,638.0
2023-05-10 12:04:31.171867,76.42,639.0
2023-05-10 12:05:36.819798,75.21,646.0
2023-05-10 12:06:42.456596,76.01,641.0
2023-05-10 12:07:48.147882,76.43,639.0
2023-05-10 12:08:53.825442,75.47,644.0
2023-05-10 12:09:59.506050,75.97,641.0
2023-05-10 12:11:05.191037,75.99,641.0
2023-05-10 12:12:10.846862,76.01,641.0
2023-05-10 12:13:16.538652,75.53,644.0
2023-05-10 12:14:22.230654,75.93,642.0
2023-05-10 12:15:27.927415,76.56,638.0
2023-05-10 12:16:33.619823,75.55,644.0
2023-05-10 12:17:39.327277,75.18,646.0
2023-05-10 12:18:44.972266,76.73,637.0
2023-05-10 12:19:50.635080,76.01,641.0
2023-05-10 12:20:56.329915,75.97,641.0
2023-05-10 12:22:02.021884,75.97,641.0
2023-05-10 12:23:07.711277,75.53,644.0
2023-05-10 12:24:13.404098,76.22,640.0
2023-05-10 12:25:19.081338,75.54,644.0
2023-05-10 12:26:24.750129,75.97,641.0
2023-05-10 12:27:30.420353,75.98,641.0
2023-05-10 12:28:36.110028,75.55,644.0
2023-05-10 12:29:41.816589,76.0,641.0
2023-05-10 12:30:47.491190,75.96,641.0
2023-05-10 12:31:53.139859,75.99,641.0
2023-05-10 12:32:58.824074,75.99,641.0
2023-05-10 12:34:04.514324,75.58,644.0
2023-05-10 12:35:10.219966,75.55,644.0
2023-05-10 12:36:15.893142,75.97,641.0
2023-05-10 12:37:21.569716,75.94,642.0
2023-05-10 12:38:27.264641,75.48,644.0
2023-05-10 12:39:32.950392,75.08,647.0
2023-05-10 12:40:38.611951,76.0,641.0
2023-05-10 12:41:44.290975,75.73,643.0
2023-05-10 12:42:49.955922,76.45,639.0
2023-05-10 12:43:55.623638,75.96,641.0
2023-05-10 12:45:01.264973,75.51,644.0
2023-05-10 12:46:06.961210,75.5,644.0
2023-05-10 12:47:12.610644,75.49,644.0
2023-05-10 12:48:18.302415,76.45,639.0
2023-05-10 12:49:23.988013,75.49,644.0
2023-05-10 12:50:29.680101,75.97,641.0
2023-05-10 12:51:35.346710,76.01,641.0
2023-05-10 12:52:40.992066,76.01,641.0
2023-05-10 12:53:46.644054,75.09,647.0
2023-05-10 12:54:52.287800,75.51,644.0
2023-05-10 12:55:57.933709,75.3,645.0
2023-05-10 12:57:03.627080,75.98,641.0
2023-05-10 12:58:09.305120,75.53,644.0
2023-05-10 12:59:14.978659,75.1,646.0
2023-05-10 13:00:20.663915,75.04,647.0
2023-05-10 13:01:26.348823,75.99,641.0
2023-05-10 13:02:31.994028,75.57,644.0
2023-05-10 13:03:37.666168,75.97,641.0
2023-05-10 13:04:43.367794,75.53,644.0
2023-05-10 13:05:49.048960,76.02,641.0
2023-05-10 13:06:54.739996,76.04,641.0
2023-05-10 13:08:00.379932,75.49,644.0
2023-05-10 13:09:06.049079,75.48,644.0
2023-05-10 13:10:11.740001,75.98,641.0
2023-05-10 13:11:17.432903,76.0,641.0
2023-05-10 13:12:23.098381,75.8,642.0
2023-05-10 13:13:28.763870,75.52,644.0
2023-05-10 13:14:34.380646,87.34,574.0
2023-05-10 13:15:40.067974,75.55,644.0
2023-05-10 13:16:45.760225,75.42,645.0
2023-05-10 13:17:51.439195,74.52,650.0
2023-05-10 13:18:57.111517,76.0,641.0
2023-05-10 13:20:02.801594,75.58,644.0
2023-05-10 13:21:08.490504,75.53,644.0
2023-05-10 13:22:14.154462,75.54,644.0
2023-05-10 13:23:19.798878,75.51,644.0
2023-05-10 13:24:25.423963,75.94,642.0
2023-05-10 13:25:31.059554,75.98,641.0
2023-05-10 13:26:36.696790,75.93,642.0
2023-05-10 13:27:42.370798,76.27,640.0
2023-05-10 13:28:48.023234,75.57,644.0
2023-05-10 13:29:53.715972,76.35,639.0
2023-05-10 13:30:59.391636,75.53,644.0
2023-05-10 13:32:05.084281,75.5,644.0
2023-05-10 13:33:10.759918,75.51,644.0
2023-05-10 13:34:16.422212,75.54,644.0
2023-05-10 13:35:22.108919,75.96,641.0
2023-05-10 13:36:27.731987,75.04,647.0
2023-05-10 13:37:33.401503,75.48,644.0
2023-05-10 13:38:39.100082,76.43,639.0
2023-05-10 13:39:44.761653,75.48,644.0
2023-05-10 13:40:50.454186,75.45,644.0
2023-05-10 13:41:56.161304,75.92,642.0
2023-05-10 13:43:01.818616,75.54,644.0
2023-05-10 13:44:07.463934,75.53,644.0
2023-05-10 13:45:13.146040,75.52,644.0
2023-05-10 13:46:18.821627,75.51,644.0
2023-05-10 13:47:24.447800,75.49,644.0
2023-05-10 13:48:30.093735,75.55,644.0
2023-05-10 13:49:35.772921,75.62,643.0
2023-05-10 13:50:41.402128,75.95,641.0
2023-05-10 13:51:47.055922,75.55,644.0
2023-05-10 13:52:52.756639,75.51,644.0
2023-05-10 13:53:58.442725,75.06,647.0
2023-05-10 13:55:04.079137,76.42,639.0
2023-05-10 13:56:09.733985,75.5,644.0
2023-05-10 13:57:15.423226,75.47,644.0
2023-05-10 13:58:21.075874,75.13,646.0
2023-05-10 13:59:26.704410,75.95,641.0
2023-05-10 14:00:32.392103,75.59,644.0
2023-05-10 14:01:38.048063,75.51,644.0
2023-05-10 14:02:43.742558,75.03,647.0
2023-05-10 14:03:49.415024,75.55,644.0
2023-05-10 14:04:55.092240,75.08,647.0
2023-05-10 14:06:00.771334,75.49,644.0
2023-05-10 14:07:06.467382,75.1,646.0
2023-05-10 14:08:12.155929,76.47,638.0
2023-05-10 14:09:17.844660,75.5,644.0
2023-05-10 14:10:23.518206,75.51,644.0
2023-05-10 14:11:29.217459,75.55,644.0
2023-05-10 14:12:34.853215,75.55,644.0
2023-05-10 14:13:40.539916,75.52,644.0
2023-05-10 14:14:46.237268,75.51,644.0
2023-05-10 14:15:51.942533,75.98,641.0
2023-05-10 14:16:57.598538,75.46,644.0
2023-05-10 14:18:03.285001,75.56,644.0
2023-05-10 14:19:08.954622,75.53,644.0
2023-05-10 14:20:14.627094,75.93,642.0
2023-05-10 14:21:20.301952,76.37,639.0
2023-05-10 14:22:25.996731,75.48,644.0
2023-05-10 14:23:31.667942,75.51,644.0
2023-05-10 14:24:37.367842,75.53,644.0
2023-05-10 14:25:43.024183,75.85,642.0
2023-05-10 14:26:48.694987,75.59,644.0
2023-05-10 14:27:54.383837,76.28,640.0
2023-05-10 14:29:00.034928,75.04,647.0
2023-05-10 14:30:05.664129,75.5,644.0
2023-05-10 14:31:11.354504,75.54,644.0
2023-05-10 14:32:17.028068,76.37,639.0
2023-05-10 14:33:22.722388,76.31,639.0
2023-05-10 14:34:28.416635,75.42,645.0
2023-05-10 14:35:32.968254,75.48,644.0
2023-05-10 14:36:38.654670,75.53,644.0
2023-05-10 14:37:43.187501,76.4,639.0
2023-05-10 14:38:48.847468,75.51,644.0
2023-05-10 14:39:53.427964,76.79,637.0
2023-05-10 14:40:59.078458,76.73,637.0
2023-05-10 14:42:03.650497,75.49,644.0
2023-05-10 14:43:09.325483,75.01,647.0
2023-05-10 14:44:14.968738,75.49,644.0
2023-05-10 14:45:19.512912,75.04,647.0
2023-05-10 14:46:24.067471,75.06,647.0
2023-05-10 14:47:29.750516,75.46,644.0
2023-05-10 14:48:34.283210,75.55,644.0
2023-05-10 14:49:38.839137,75.65,643.0
2023-05-10 14:50:43.364251,75.46,644.0
2023-05-10 14:51:47.879612,75.52,644.0
2023-05-10 14:52:53.574650,76.3,639.0
2023-05-10 14:53:59.267496,75.52,644.0
2023-05-10 14:55:03.771043,75.48,644.0
2023-05-10 14:56:08.310901,75.06,647.0
2023-05-10 14:57:12.851219,75.89,642.0
2023-05-10 14:58:17.349399,75.52,644.0
2023-05-10 14:59:21.882985,75.05,647.0
2023-05-10 15:00:26.422881,75.89,642.0
2023-05-10 15:01:30.982525,75.47,644.0
2023-05-10 15:02:35.533848,75.52,644.0
2023-05-10 15:03:40.100268,75.96,641.0
2023-05-10 15:04:44.627803,75.03,647.0
2023-05-10 15:05:49.194428,75.95,641.0
2023-05-10 15:06:53.758694,75.46,644.0
2023-05-10 15:07:58.303894,75.03,647.0
2023-05-10 15:09:02.849001,76.72,637.0
2023-05-10 15:10:07.421970,75.51,644.0
2023-05-10 15:11:11.963165,76.28,640.0
2023-05-10 15:12:16.517539,76.31,639.0
2023-05-10 15:13:21.029054,75.44,644.0
2023-05-10 15:14:25.591517,75.51,644.0
2023-05-10 15:15:30.160263,75.48,644.0
2023-05-10 15:16:34.732292,75.48,644.0
2023-05-10 15:17:39.286192,76.36,639.0
2023-05-10 15:18:43.824243,75.45,644.0
2023-05-10 15:19:48.392000,76.29,639.0
2023-05-10 15:20:52.947115,75.01,647.0
2023-05-10 15:21:57.545724,75.4,645.0
2023-05-10 15:23:02.072380,75.9,642.0
2023-05-10 15:24:06.647057,75.4,645.0
2023-05-10 15:25:11.222118,75.81,642.0
2023-05-10 15:26:15.782935,76.31,639.0
2023-05-10 15:27:20.336182,75.51,644.0
2023-05-10 15:28:24.890315,75.46,644.0
2023-05-10 15:29:29.411221,75.87,642.0
2023-05-10 15:30:33.974968,75.27,645.0
2023-05-10 15:31:38.478083,75.01,647.0
2023-05-10 15:32:43.007227,75.9,642.0
2023-05-10 15:33:47.547679,75.45,644.0
2023-05-10 15:34:52.113988,76.33,639.0
2023-05-10 15:35:56.708254,76.33,639.0
2023-05-10 15:37:01.218838,75.88,642.0
2023-05-10 15:38:05.790811,76.29,639.0
2023-05-10 15:39:10.324089,75.82,642.0
2023-05-10 15:40:14.892737,76.29,639.0
2023-05-10 15:41:19.423945,75.81,642.0
2023-05-10 15:42:23.997705,76.32,639.0
2023-05-10 15:43:28.570159,75.45,644.0
2023-05-10 15:44:33.107820,75.51,644.0
2023-05-10 15:45:37.678194,76.29,639.0
2023-05-10 15:46:42.224865,75.41,645.0
2023-05-10 15:47:46.786478,75.01,647.0
2023-05-10 15:48:51.356626,75.44,644.0
2023-05-10 15:49:55.922659,76.36,639.0
2023-05-10 15:51:00.440030,75.83,642.0
2023-05-10 15:52:04.977752,75.88,642.0
2023-05-10 15:53:09.524596,75.0,647.0
2023-05-10 15:54:14.058116,76.32,639.0
2023-05-10 15:55:18.627020,75.88,642.0
2023-05-10 15:56:23.133292,75.87,642.0
2023-05-10 15:57:27.688374,76.34,639.0
2023-05-10 15:58:32.243067,75.83,642.0
2023-05-10 15:59:36.800970,75.05,647.0
2023-05-10 16:00:41.372090,75.9,642.0
2023-05-10 16:01:45.920227,76.33,639.0
2023-05-10 16:02:50.415876,76.32,639.0
2023-05-10 16:03:54.946142,74.61,649.0
2023-05-10 16:04:59.512081,75.46,644.0
2023-05-10 16:06:04.068005,75.07,647.0
2023-05-10 16:07:08.575939,75.87,642.0
2023-05-10 16:08:13.113367,75.04,647.0
2023-05-10 16:09:17.631326,75.45,644.0
2023-05-10 16:10:22.196586,75.91,642.0
2023-05-10 16:11:26.741764,75.83,642.0
2023-05-10 16:12:31.277902,75.49,644.0
2023-05-10 16:13:35.787801,76.3,639.0
2023-05-10 16:14:40.308173,75.82,642.0
2023-05-10 16:15:44.863373,75.44,644.0
2023-05-10 16:16:49.423008,75.42,645.0
2023-05-10 16:17:53.951875,76.32,639.0
2023-05-10 16:18:58.510214,75.42,645.0
2023-05-10 16:20:03.067124,76.27,640.0
2023-05-10 16:21:07.585635,76.29,639.0
2023-05-10 16:22:12.150913,75.0,647.0
2023-05-10 16:23:16.715908,75.02,647.0
2023-05-10 16:24:21.230675,76.41,639.0
2023-05-10 16:25:25.778850,76.33,639.0
2023-05-10 16:26:30.322775,75.92,642.0
2023-05-10 16:27:34.896176,75.87,642.0
2023-05-10 16:28:39.455866,76.28,640.0
2023-05-10 16:29:44.006796,75.89,642.0
2023-05-10 16:30:48.552024,76.31,639.0
2023-05-10 16:31:53.114602,76.01,641.0
2023-05-10 16:32:57.674484,75.87,642.0
2023-05-10 16:34:02.175336,75.82,642.0
2023-05-10 16:35:06.727856,76.31,639.0
2023-05-10 16:36:11.251809,75.89,642.0
2023-05-10 16:37:15.775953,75.89,642.0
2023-05-10 16:38:20.329489,76.3,639.0
2023-05-10 16:39:24.863785,75.42,645.0
2023-05-10 16:40:29.410014,75.5,644.0
2023-05-10 16:41:33.930103,75.7,643.0
2023-05-10 16:42:38.479982,76.27,640.0
2023-05-10 16:43:43.027876,76.31,639.0
2023-05-10 16:44:47.589136,75.84,642.0
2023-05-10 16:45:52.147919,76.31,639.0
2023-05-10 16:46:56.724095,75.04,647.0
2023-05-10 16:48:01.227977,75.89,642.0
2023-05-10 16:49:05.741799,75.81,642.0
2023-05-10 16:50:10.295945,75.82,642.0
2023-05-10 16:51:14.838353,76.3,639.0
2023-05-10 16:52:19.386762,75.88,642.0
2023-05-10 16:53:23.926566,76.33,639.0
2023-05-10 16:54:28.459353,75.01,647.0
2023-05-10 16:55:32.960126,74.71,649.0
2023-05-10 16:56:37.492228,75.48,644.0
2023-05-10 16:57:42.031843,75.46,644.0
2023-05-10 16:58:46.551970,75.87,642.0
2023-05-10 16:59:51.076092,76.46,638.0
2023-05-10 17:00:55.639963,75.04,647.0
2023-05-10 17:02:00.161362,76.29,639.0
2023-05-10 17:03:04.663133,75.48,644.0
2023-05-10 17:04:09.218522,75.86,642.0
2023-05-10 17:05:13.724642,75.8,642.0
2023-05-10 17:06:18.260233,75.8,642.0
2023-05-10 17:07:22.811931,75.82,642.0
2023-05-10 17:08:27.313451,75.87,642.0
2023-05-10 17:09:31.834188,75.85,642.0
2023-05-10 17:10:36.383297,75.83,642.0
2023-05-10 17:11:40.899029,75.86,642.0
2023-05-10 17:12:45.464038,75.41,645.0
2023-05-10 17:13:49.978972,75.79,642.0
2023-05-10 17:14:54.537994,75.03,647.0
2023-05-10 17:15:59.059964,75.84,642.0
2023-05-10 17:17:03.627184,76.78,637.0
2023-05-10 17:18:08.195008,76.28,640.0
2023-05-10 17:19:12.735687,75.87,642.0
2023-05-10 17:20:17.274499,75.39,645.0
2023-05-10 17:21:21.833371,75.82,642.0
2023-05-10 17:22:26.349463,75.78,642.0
2023-05-10 17:23:30.849452,75.85,642.0
2023-05-10 17:24:35.409815,75.83,642.0
2023-05-10 17:25:39.916079,75.84,642.0
2023-05-10 17:26:44.438517,75.45,644.0
2023-05-10 17:27:48.975838,75.84,642.0
2023-05-10 17:28:53.459969,75.88,642.0
2023-05-10 17:29:58.017191,75.8,642.0
2023-05-10 17:31:02.579005,76.29,639.0
2023-05-10 17:32:07.097613,75.87,642.0
2023-05-10 17:33:11.623971,75.88,642.0
2023-05-10 17:34:16.176130,75.84,642.0
2023-05-10 17:35:20.692124,76.34,639.0
2023-05-10 17:36:25.204044,75.36,645.0
2023-05-10 17:37:29.720177,75.84,642.0
2023-05-10 17:38:34.287338,75.85,642.0
2023-05-10 17:39:38.800568,76.33,639.0
2023-05-10 17:40:43.368160,75.84,642.0
2023-05-10 17:41:47.944836,75.87,642.0
2023-05-10 17:42:52.510457,75.4,645.0
2023-05-10 17:43:57.028343,75.82,642.0
2023-05-10 17:45:01.571311,75.87,642.0
2023-05-10 17:46:06.088938,75.42,645.0
2023-05-10 17:47:10.602143,75.41,645.0
2023-05-10 17:48:15.168645,75.4,645.0
2023-05-10 17:49:19.731422,75.42,645.0
2023-05-10 17:50:24.298353,75.85,642.0
2023-05-10 17:51:28.805473,75.42,645.0
2023-05-10 17:52:33.372080,75.92,642.0
2023-05-10 17:53:37.933661,75.42,645.0
2023-05-10 17:54:42.418420,75.42,645.0
2023-05-10 17:55:46.933682,75.59,644.0
2023-05-10 17:56:51.477818,75.86,642.0
2023-05-10 17:57:56.019646,75.88,642.0
2023-05-10 17:59:00.551348,75.43,645.0
2023-05-10 18:00:05.063996,76.25,640.0
2023-05-10 18:01:09.590414,75.84,642.0
2023-05-10 18:02:14.166541,75.86,642.0
2023-05-10 18:03:18.721755,75.39,645.0
2023-05-10 18:04:23.287956,75.42,645.0
2023-05-10 18:05:27.811913,75.42,645.0
2023-05-10 18:06:32.319152,74.92,648.0
2023-05-10 18:07:36.816672,75.38,645.0
2023-05-10 18:08:41.300339,75.85,642.0
2023-05-10 18:09:45.811871,75.81,642.0
2023-05-10 18:10:50.315975,75.39,645.0
2023-05-10 18:11:54.827996,75.3,645.0
2023-05-10 18:12:59.384531,75.83,642.0
2023-05-10 18:14:03.914615,75.85,642.0
2023-05-10 18:15:08.464366,75.87,642.0
2023-05-10 18:16:13.003790,75.46,644.0
2023-05-10 18:17:17.557794,76.69,637.0
2023-05-10 18:18:22.081261,75.88,642.0
2023-05-10 18:19:26.595797,75.38,645.0
2023-05-10 18:20:31.108954,75.81,642.0
2023-05-10 18:21:35.668202,75.77,643.0
2023-05-10 18:22:40.194325,75.38,645.0
2023-05-10 18:23:44.765807,76.25,640.0
2023-05-10 18:24:49.300048,75.84,642.0
2023-05-10 18:25:53.832431,75.84,642.0
2023-05-10 18:26:58.345753,75.45,644.0
2023-05-10 18:28:02.902825,75.82,642.0
2023-05-10 18:29:07.430130,75.88,642.0
2023-05-10 18:30:11.962946,75.87,642.0
2023-05-10 18:31:16.460529,75.45,644.0
2023-05-10 18:32:21.015103,75.42,645.0
2023-05-10 18:33:25.577859,75.81,642.0
2023-05-10 18:34:30.099965,75.81,642.0
2023-05-10 18:35:34.628186,75.71,643.0
2023-05-10 18:36:39.186657,75.46,644.0
2023-05-10 18:37:43.731965,75.42,645.0
2023-05-10 18:38:48.279799,75.83,642.0
2023-05-10 18:39:52.819123,75.85,642.0
2023-05-10 18:40:57.347960,75.88,642.0
2023-05-10 18:42:01.900864,75.86,642.0
2023-05-10 18:43:06.453723,75.87,642.0
2023-05-10 18:44:11.011991,75.37,645.0
2023-05-10 18:45:15.553382,75.83,642.0
2023-05-10 18:46:20.094059,75.83,642.0
2023-05-10 18:47:24.650227,75.83,642.0
2023-05-10 18:48:29.182283,75.8,642.0
2023-05-10 18:49:33.698147,75.31,645.0
2023-05-10 18:50:38.216428,75.39,645.0
2023-05-10 18:51:42.783047,75.81,642.0
2023-05-10 18:52:47.339858,75.44,644.0
2023-05-10 18:53:51.883214,75.43,645.0
2023-05-10 18:54:56.426639,76.35,639.0
2023-05-10 18:56:00.981170,75.81,642.0
2023-05-10 18:57:05.540910,75.8,642.0
2023-05-10 18:58:10.075404,75.45,644.0
2023-05-10 18:59:14.584242,75.83,642.0
2023-05-10 19:00:19.113778,75.82,642.0
2023-05-10 19:01:23.656045,75.87,642.0
2023-05-10 19:02:28.218207,75.81,642.0
2023-05-10 19:03:32.746543,75.89,642.0
2023-05-10 19:04:37.311491,75.82,642.0
2023-05-10 19:05:41.874692,75.41,645.0
2023-05-10 19:06:46.409052,75.89,642.0
2023-05-10 19:07:50.970953,75.43,645.0
2023-05-10 19:08:55.469262,75.82,642.0
2023-05-10 19:10:00.031929,75.84,642.0
2023-05-10 19:11:04.573668,75.83,642.0
2023-05-10 19:12:09.119401,76.65,637.0
2023-05-10 19:13:13.648010,76.25,640.0
2023-05-10 19:14:18.195928,75.44,644.0
2023-05-10 19:15:22.707922,75.83,642.0
2023-05-10 19:16:27.219933,75.38,645.0
2023-05-10 19:17:31.707907,75.39,645.0
2023-05-10 19:18:36.244347,75.82,642.0
2023-05-10 19:19:40.789295,75.83,642.0
2023-05-10 19:20:45.325561,75.84,642.0
2023-05-10 19:21:49.869224,75.4,645.0
2023-05-10 19:22:54.433375,75.86,642.0
2023-05-10 19:23:58.948471,76.24,640.0
2023-05-10 19:25:03.503087,75.85,642.0
2023-05-10 19:26:08.011993,75.8,642.0
2023-05-10 19:27:12.549432,75.9,642.0
2023-05-10 19:28:17.111093,76.28,640.0
2023-05-10 19:29:21.670851,75.38,645.0
2023-05-10 19:30:26.185116,75.86,642.0
2023-05-10 19:31:30.711951,75.85,642.0
2023-05-10 19:32:35.215209,75.84,642.0
2023-05-10 19:33:39.781861,75.87,642.0
2023-05-10 19:34:44.345787,75.82,642.0
2023-05-10 19:35:48.848778,75.9,642.0
2023-05-10 19:36:53.348980,75.84,642.0
2023-05-10 19:37:57.848812,75.42,645.0
2023-05-10 19:39:02.416175,75.36,645.0
2023-05-10 19:40:06.983442,75.8,642.0
2023-05-10 19:41:11.533519,75.82,642.0
2023-05-10 19:42:16.089938,75.17,646.0
2023-05-10 19:43:20.613757,75.87,642.0
2023-05-10 19:44:25.171431,75.8,642.0
2023-05-10 19:45:29.704488,75.8,642.0
2023-05-10 19:46:34.207940,75.87,642.0
2023-05-10 19:47:38.771200,75.87,642.0
2023-05-10 19:48:43.295820,75.47,644.0
2023-05-10 19:49:47.815935,75.86,642.0
2023-05-10 19:50:52.358689,75.84,642.0
2023-05-10 19:51:56.875913,75.43,645.0
2023-05-10 19:53:01.409682,75.84,642.0
2023-05-10 19:54:05.943934,75.84,642.0
2023-05-10 19:55:10.485045,75.84,642.0
2023-05-10 19:56:15.038719,76.31,639.0
2023-05-10 19:57:19.589932,75.82,642.0
2023-05-10 19:58:24.111946,75.89,642.0
2023-05-10 19:59:28.591958,75.82,642.0
2023-05-10 20:00:33.107949,75.84,642.0
2023-05-10 20:01:37.628020,77.57,632.0
2023-05-10 20:02:42.131963,75.83,642.0
2023-05-10 20:03:46.688275,75.42,645.0
2023-05-10 20:04:51.226941,75.91,642.0
2023-05-10 20:05:55.794597,75.47,644.0
2023-05-10 20:07:00.280754,75.83,642.0
2023-05-10 20:08:04.837957,76.29,639.0
2023-05-10 20:09:09.378396,75.84,642.0
2023-05-10 20:10:13.911966,75.89,642.0
2023-05-10 20:11:18.455876,75.82,642.0
2023-05-10 20:12:22.963482,75.81,642.0
2023-05-10 20:13:27.446008,75.88,642.0
2023-05-10 20:14:31.969865,75.36,645.0
2023-05-10 20:15:36.467618,75.87,642.0
2023-05-10 20:16:40.993633,74.57,650.0
2023-05-10 20:17:45.517347,75.44,644.0
2023-05-10 20:18:50.048246,76.73,637.0
2023-05-10 20:19:54.585733,75.91,642.0
2023-05-10 20:20:59.097793,75.47,644.0
2023-05-10 20:22:03.629580,75.89,642.0
2023-05-10 20:23:08.163985,77.19,634.0
2023-05-10 20:24:12.688300,75.82,642.0
2023-05-10 20:25:17.216283,76.36,639.0
2023-05-10 20:26:21.748687,75.84,642.0
2023-05-10 20:27:26.280349,75.43,645.0
2023-05-10 20:28:30.763908,74.99,647.0
2023-05-10 20:29:35.305756,75.07,647.0
2023-05-10 20:30:39.847157,75.42,645.0
2023-05-10 20:31:44.353329,75.81,642.0
2023-05-10 20:32:48.895021,75.87,642.0
2023-05-10 20:33:53.452265,75.86,642.0
2023-05-10 20:34:57.975963,75.87,642.0
2023-05-10 20:36:02.518559,75.92,642.0
2023-05-10 20:37:07.038601,76.31,639.0
2023-05-10 20:38:11.587101,76.3,639.0
2023-05-10 20:39:16.129640,76.31,639.0
2023-05-10 20:40:20.684700,75.82,642.0
2023-05-10 20:41:25.188900,75.53,644.0
2023-05-10 20:42:29.687962,76.3,639.0
2023-05-10 20:43:34.226217,75.39,645.0
2023-05-10 20:44:52.993514,71.67,4002.0,1.0
2023-05-10 20:45:57.885041,74.77,3888.0,1.0
2023-05-10 20:47:02.423489,75.84,3852.0,1.0
2023-05-10 20:48:06.957422,75.83,3852.0,1.0
2023-05-10 20:49:11.491872,74.97,3882.0,1.0
2023-05-10 20:50:16.040331,75.3,3870.0,1.0
2023-05-10 20:51:20.585521,75.86,3852.0,1.0
2023-05-10 20:52:25.101386,76.3,3834.0,1.0
2023-05-10 20:53:29.616928,75.83,3852.0,1.0
2023-05-10 20:54:34.149499,75.03,3882.0,1.0
2023-05-10 20:55:38.713691,74.99,3882.0,1.0
2023-05-10 20:56:43.274753,76.29,3834.0,1.0
2023-05-10 20:57:47.813638,76.36,3834.0,1.0
2023-05-10 20:58:52.339099,76.25,3840.0,1.0
2023-05-10 20:59:56.907067,88.19,3414.0,1.0
2023-05-10 21:01:01.453555,76.27,3840.0,1.0
2023-05-10 21:02:06.027001,75.85,3852.0,1.0
