time,distance,litros,litrosTotales
2024-06-11 00:00:32.449524,16.04,5964.0,1.0
2024-06-11 00:01:36.995406,16.12,5958.0,1.0
2024-06-11 00:02:41.484356,16.11,5958.0,1.0
2024-06-11 00:03:46.036953,16.06,5964.0,1.0
2024-06-11 00:04:50.590260,16.03,5964.0,1.0
2024-06-11 00:05:55.135304,16.12,5958.0,1.0
2024-06-11 00:06:59.668323,16.06,5964.0,1.0
2024-06-11 00:08:04.205240,16.07,5964.0,1.0
2024-06-11 00:09:08.725692,16.11,5958.0,1.0
2024-06-11 00:10:13.261071,16.1,5964.0,1.0
2024-06-11 00:11:17.789223,16.11,5958.0,1.0
2024-06-11 00:12:22.347779,16.05,5964.0,1.0
2024-06-11 00:13:26.893231,16.1,5964.0,1.0
2024-06-11 00:14:31.435506,16.1,5964.0,1.0
2024-06-11 00:15:36.001074,16.05,5964.0,1.0
2024-06-11 00:16:40.565078,16.1,5964.0,1.0
2024-06-11 00:17:45.095604,16.06,5964.0,1.0
2024-06-11 00:18:49.643233,16.08,5964.0,1.0
2024-06-11 00:19:54.206468,16.04,5964.0,1.0
2024-06-11 00:20:58.754837,16.09,5964.0,1.0
2024-06-11 00:22:03.309914,16.29,5952.0,1.0
2024-06-11 00:23:07.864352,16.06,5964.0,1.0
2024-06-11 00:24:12.426199,16.09,5964.0,1.0
2024-06-11 00:25:16.957196,16.07,5964.0,1.0
2024-06-11 00:26:21.465094,16.08,5964.0,1.0
2024-06-11 00:27:26.027297,16.06,5964.0,1.0
2024-06-11 00:28:30.553176,16.02,5964.0,1.0
2024-06-11 00:29:35.073080,16.07,5964.0,1.0
2024-06-11 00:30:39.582551,16.05,5964.0,1.0
2024-06-11 00:31:44.136081,15.87,5970.0,1.0
2024-06-11 00:32:48.657065,16.03,5964.0,1.0
2024-06-11 00:33:53.198147,16.08,5964.0,1.0
2024-06-11 00:34:57.714117,16.02,5964.0,1.0
2024-06-11 00:36:02.257164,16.08,5964.0,1.0
2024-06-11 00:37:06.778788,15.92,5970.0,1.0
2024-06-11 00:38:11.326750,16.06,5964.0,1.0
2024-06-11 00:39:15.857199,16.07,5964.0,1.0
2024-06-11 00:40:20.397243,16.07,5964.0,1.0
2024-06-11 00:41:24.953956,16.03,5964.0,1.0
2024-06-11 00:42:29.461243,16.11,5958.0,1.0
2024-06-11 00:43:33.957352,16.37,5952.0,1.0
2024-06-11 00:44:38.464107,16.26,5958.0,1.0
2024-06-11 00:45:42.994010,16.06,5964.0,1.0
2024-06-11 00:46:47.473166,16.08,5964.0,1.0
2024-06-11 00:47:52.037068,16.08,5964.0,1.0
2024-06-11 00:48:56.600842,16.06,5964.0,1.0
2024-06-11 00:50:01.160584,16.05,5964.0,1.0
2024-06-11 00:51:05.708812,16.08,5964.0,1.0
2024-06-11 00:52:10.264802,16.05,5964.0,1.0
2024-06-11 00:53:14.801086,15.83,5970.0,1.0
2024-06-11 00:54:19.321242,16.09,5964.0,1.0
2024-06-11 00:55:23.874697,16.2,5958.0,1.0
2024-06-11 00:56:28.401946,16.06,5964.0,1.0
2024-06-11 00:57:32.963179,16.03,5964.0,1.0
2024-06-11 00:58:37.519727,16.03,5964.0,1.0
2024-06-11 00:59:42.048175,16.03,5964.0,1.0
2024-06-11 01:00:46.582449,16.05,5964.0,1.0
2024-06-11 01:01:51.134516,16.06,5964.0,1.0
2024-06-11 01:02:55.657241,16.39,5952.0,1.0
2024-06-11 01:04:00.213559,16.08,5964.0,1.0
2024-06-11 01:05:04.748154,16.06,5964.0,1.0
2024-06-11 01:06:09.317628,16.1,5964.0,1.0
2024-06-11 01:07:13.865142,16.06,5964.0,1.0
