time,distance,litros,litrosTotales
2023-05-21 00:00:50.326431,16.75,5940.0,1.0
2023-05-21 00:01:56.018206,17.01,5928.0,1.0
2023-05-21 00:03:01.657739,16.99,5928.0,1.0
2023-05-21 00:04:07.289792,17.04,5928.0,1.0
2023-05-21 00:05:12.951625,17.06,5928.0,1.0
2023-05-21 00:06:18.636882,16.07,5964.0,1.0
2023-05-21 00:07:24.281751,16.06,5964.0,1.0
2023-05-21 00:08:29.978148,16.09,5964.0,1.0
2023-05-21 00:09:35.670555,16.1,5964.0,1.0
2023-05-21 00:10:41.356335,16.11,5958.0,1.0
2023-05-21 00:11:47.030132,16.04,5964.0,1.0
2023-05-21 00:12:52.693810,16.7,5940.0,1.0
2023-05-21 00:13:58.379644,17.31,5916.0,1.0
2023-05-21 00:15:04.021878,16.42,5952.0,1.0
2023-05-21 00:16:09.665721,16.36,5952.0,1.0
2023-05-21 00:17:15.355814,17.03,5928.0,1.0
2023-05-21 00:18:20.985821,17.35,5916.0,1.0
2023-05-21 00:19:26.658179,17.38,5916.0,1.0
2023-05-21 00:20:32.327530,16.4,5952.0,1.0
2023-05-21 00:21:37.945417,16.42,5952.0,1.0
2023-05-21 00:22:43.617650,16.72,5940.0,1.0
2023-05-21 00:23:49.313005,17.06,5928.0,1.0
2023-05-21 00:24:54.989988,16.5,5946.0,1.0
2023-05-21 00:26:00.664032,17.36,5916.0,1.0
2023-05-21 00:27:06.322097,16.38,5952.0,1.0
2023-05-21 00:28:11.995911,16.4,5952.0,1.0
2023-05-21 00:29:17.652819,16.38,5952.0,1.0
2023-05-21 00:30:23.318089,16.7,5940.0,1.0
2023-05-21 00:31:28.995275,16.76,5940.0,1.0
2023-05-21 00:32:34.648264,16.7,5940.0,1.0
2023-05-21 00:33:40.346394,16.7,5940.0,1.0
2023-05-21 00:34:45.975030,17.03,5928.0,1.0
2023-05-21 00:35:51.648485,16.84,5934.0,1.0
2023-05-21 00:36:57.340138,16.6,5946.0,1.0
2023-05-21 00:38:03.025420,16.72,5940.0,1.0
2023-05-21 00:39:08.706907,16.73,5940.0,1.0
2023-05-21 00:40:14.405737,16.76,5940.0,1.0
2023-05-21 00:41:20.053687,16.68,5940.0,1.0
2023-05-21 00:42:25.717221,16.72,5940.0,1.0
2023-05-21 00:43:31.369993,17.03,5928.0,1.0
2023-05-21 00:44:37.008200,17.0,5928.0,1.0
2023-05-21 00:45:42.663656,17.01,5928.0,1.0
2023-05-21 00:46:48.289506,17.14,5922.0,1.0
2023-05-21 00:47:53.954099,17.01,5928.0,1.0
2023-05-21 00:48:59.648939,16.69,5940.0,1.0
2023-05-21 00:50:05.329657,16.71,5940.0,1.0
2023-05-21 00:51:10.977266,16.69,5940.0,1.0
2023-05-21 00:52:16.633935,17.04,5928.0,1.0
2023-05-21 00:53:22.335125,17.07,5928.0,1.0
2023-05-21 00:54:27.972844,17.04,5928.0,1.0
2023-05-21 00:55:33.657563,17.01,5928.0,1.0
2023-05-21 00:56:39.338029,16.13,5958.0,1.0
2023-05-21 00:57:44.961752,16.07,5964.0,1.0
2023-05-21 00:58:50.648429,16.07,5964.0,1.0
2023-05-21 00:59:56.294315,16.06,5964.0,1.0
2023-05-21 01:01:01.963811,16.71,5940.0,1.0
2023-05-21 01:02:07.657126,16.68,5940.0,1.0
2023-05-21 01:03:13.344566,16.84,5934.0,1.0
2023-05-21 01:04:19.029895,17.04,5928.0,1.0
2023-05-21 01:05:24.668738,17.05,5928.0,1.0
2023-05-21 01:06:30.362414,17.03,5928.0,1.0
2023-05-21 01:07:36.021853,15.94,5964.0,1.0
2023-05-21 01:08:41.701967,16.09,5964.0,1.0
2023-05-21 01:09:47.371215,16.08,5964.0,1.0
2023-05-21 01:10:52.991910,16.09,5964.0,1.0
2023-05-21 01:11:58.645764,16.02,5964.0,1.0
2023-05-21 01:13:04.318992,16.75,5940.0,1.0
2023-05-21 01:14:10.013118,17.01,5928.0,1.0
2023-05-21 01:15:15.649562,17.04,5928.0,1.0
2023-05-21 01:16:21.315601,16.99,5928.0,1.0
2023-05-21 01:17:27.007894,17.04,5928.0,1.0
2023-05-21 01:18:32.696419,16.09,5964.0,1.0
2023-05-21 01:19:38.361856,15.23,5994.0,1.0
2023-05-21 01:20:44.025969,16.13,5958.0,1.0
2023-05-21 01:21:49.702852,16.12,5958.0,1.0
2023-05-21 01:22:55.363977,16.04,5964.0,1.0
2023-05-21 01:24:01.058427,16.87,5934.0,1.0
2023-05-21 01:25:06.729247,17.04,5928.0,1.0
2023-05-21 01:26:12.442159,17.06,5928.0,1.0
2023-05-21 01:27:18.137178,17.01,5928.0,1.0
2023-05-21 01:28:23.826232,17.04,5928.0,1.0
2023-05-21 01:29:29.463996,16.12,5958.0,1.0
2023-05-21 01:30:35.149822,16.09,5964.0,1.0
2023-05-21 01:31:40.848244,16.04,5964.0,1.0
