time,temp,humi,pres
2023-04-13 00:00:28.478801,18.491629435835755,79.27878592813903,911.0504954694027
2023-04-13 00:01:28.562593,18.538393071364762,79.49701593000299,911.101019381676
2023-04-13 00:02:28.642826,18.52076722015169,79.40608020064903,911.1060573975443
2023-04-13 00:03:28.718629,18.496647638123786,79.14657437723824,911.0730017603805
2023-04-13 00:04:28.782651,18.54433894912104,79.36977068811217,911.0579176110799
2023-04-13 00:05:28.867445,18.517908227463586,79.39682796908951,911.1584376447096
2023-04-13 00:06:28.932602,18.52717694111043,79.43166322715447,911.0976398045651
2023-04-13 00:07:29.022771,18.460468273407596,79.60233554813534,911.1123588038453
2023-04-13 00:08:29.117398,18.2954420246813,80.5657555917079,911.1128832991875
2023-04-13 00:09:29.182667,18.427155940119412,79.60313075695572,911.1458952066944
2023-04-13 00:10:29.262604,18.45351070441526,79.60703609205169,911.1319522476716
2023-04-13 00:11:29.342620,18.396542636715715,79.73310074829519,911.1087225357057
2023-04-13 00:12:29.422790,18.45249904053567,79.35683247453751,911.0892873210521
2023-04-13 00:13:29.500736,18.31638268067444,80.30342845968482,911.1199840847909
2023-04-13 00:14:29.572600,18.421505891809456,79.81634358859924,911.1420657932945
2023-04-13 00:15:29.652644,18.515496996676877,79.66352894543563,911.1961677120953
2023-04-13 00:16:29.727870,18.509003267284143,79.70315260912892,911.1943944358698
2023-04-13 00:17:29.792596,18.444613798860168,79.45797463800277,911.2188432062622
2023-04-13 00:18:29.872688,18.317234384891833,80.22359797726872,911.227699754217
2023-04-13 00:19:29.949500,18.27966352975801,81.00996530507503,911.2117946456866
2023-04-13 00:20:30.022655,18.332996863091346,80.45287778207489,911.2370071722574
2023-04-13 00:21:30.102599,18.438583908487352,79.6156621291729,911.2225989893226
2023-04-13 00:22:30.182609,18.46633019642468,80.10938749731602,911.2302838302983
2023-04-13 00:23:30.262598,18.47189624835725,79.5911106728563,911.2512541451636
2023-04-13 00:24:30.337353,18.443138315917622,79.67070562629294,911.2395552742101
2023-04-13 00:25:30.399379,18.370483742952608,79.94530765710346,911.2367404274207
2023-04-13 00:26:30.468244,18.373266768741544,80.15733737306316,911.2427100946969
2023-04-13 00:27:30.532599,18.35340572133351,80.38354955377403,911.260158057137
2023-04-13 00:28:30.612654,18.401097029882326,80.00196065537159,911.2013273085149
2023-04-13 00:29:30.692592,18.41408448710448,80.2815315287134,911.1191484089583
2023-04-13 00:30:30.772601,18.383091338997353,80.2609684102739,911.0038354747552
2023-04-13 00:31:30.852584,18.43626471995632,79.96019904237727,910.8616560437091
2023-04-13 00:32:30.927953,18.33485221370926,80.18782706469469,910.7114851044518
2023-04-13 00:33:30.992594,18.4186388884621,80.03464648486799,910.6638017144354
2023-04-13 00:34:31.072606,18.46261949526767,80.04723165202574,910.6669423231625
2023-04-13 00:35:31.152600,18.31019284540558,80.4210793085345,910.6139518888426
2023-04-13 00:36:31.232637,18.438583908487352,79.93883882603923,910.5653859315612
2023-04-13 00:37:31.309736,18.47931765130185,79.8469923700165,910.5379619596174
2023-04-13 00:38:31.372598,18.376513632236684,79.97765800312106,910.530089321909
2023-04-13 00:39:31.447380,18.412608999284767,80.0735532556837,910.5263741619275
2023-04-13 00:40:31.512595,18.437656233070012,80.48259094944152,910.5223919574971
2023-04-13 00:41:31.592625,18.241248974917863,80.71376353582934,910.5071325853434
2023-04-13 00:42:31.667506,18.38300735946836,80.30277968019136,910.5234542261685
2023-04-13 00:43:31.742602,18.496943484980118,80.03633691415035,910.5362798351194
2023-04-13 00:44:31.822593,18.446932987538993,79.76917697835525,910.557335193943
2023-04-13 00:45:31.897862,18.35155037045285,80.72737410198826,910.5959064224559
2023-04-13 00:46:31.962592,18.408982271613663,80.0408573771173,910.6112109686776
2023-04-13 00:47:32.038920,18.492305107466464,79.83901886160504,910.6087339414421
2023-04-13 00:48:32.102693,18.39460330175404,80.27911824549656,910.6129359939741
2023-04-13 00:49:32.177302,18.39877784122813,80.25492305344714,910.6542937962837
2023-04-13 00:50:32.237562,18.365929340465193,80.53661968134094,910.6849481188145
2023-04-13 00:51:32.297386,18.38671806088811,80.45149597309343,910.7324073558085
2023-04-13 00:52:32.362594,18.365001664932905,80.75432144477799,910.7579333104042
2023-04-13 00:53:32.437525,18.354797234511246,80.3221341252563,910.7827910296057
2023-04-13 00:54:32.522591,18.346911993366152,80.90666587657972,910.8482092828673
2023-04-13 00:55:32.597502,18.35155037045285,80.58828579575442,910.9018209678185
2023-04-13 00:56:32.662615,18.449716014007773,80.13560207912363,910.9115553126525
2023-04-13 00:57:32.741698,18.497871160502555,80.28432013634813,910.9473857917395
2023-04-13 00:58:32.822593,18.465486498447525,80.2065117889049,910.960307006987
2023-04-13 00:59:32.902599,18.467805687495833,80.29797668541045,910.9708791940022
2023-04-13 01:00:32.977503,18.573476737663857,79.819819612067,910.9825769873611
2023-04-13 01:01:33.062598,18.475143112093786,79.95719826992553,910.9716184838624
2023-04-13 01:02:33.142604,18.42466877791696,80.22138377182887,910.9575482698241
2023-04-13 01:03:33.222611,18.387645736259472,80.56883352219126,910.9686979632658
2023-04-13 01:04:33.300197,18.35046275149916,80.14980948647907,910.9574949298371
2023-04-13 01:05:33.357583,18.417247375550392,80.35147813565416,910.9816957926024
2023-04-13 01:06:33.417403,18.324647785635868,80.58530782395417,910.9878865411656
2023-04-13 01:07:33.482692,18.455198093268944,80.15699075821519,910.9799235178202
2023-04-13 01:08:33.557344,18.3288223242971,81.02337360716491,911.0006715525161
2023-04-13 01:09:33.617363,18.475143112093786,80.15026576527958,911.0075778960097
2023-04-13 01:10:33.693665,18.370947580579994,80.69528392704918,911.031853975235
2023-04-13 01:11:33.757758,18.448240529276934,80.26261872337292,911.0667464914702
2023-04-13 01:12:33.817489,18.36677304199266,80.76103421394549,911.0963860276631
2023-04-13 01:13:33.871198,18.30972900780447,80.43761054507358,911.0773642023519
2023-04-13 01:14:33.927510,18.414928187397052,80.70192990257917,911.1254928991028
2023-04-13 01:15:34.002626,18.322792435162462,80.8909412231827,911.1439355931947
2023-04-13 01:16:34.078089,18.42513261557883,80.63290242012218,911.1436801202753
2023-04-13 01:17:34.152596,18.401097029882326,80.63140812987835,911.1744332805678
2023-04-13 01:18:34.222655,18.417247375550392,80.79931978078307,911.1565010905593
2023-04-13 01:19:34.288081,18.445921341361707,80.69618019667823,911.1903719690869
2023-04-13 01:20:34.348581,18.443602153487532,80.40032095002076,911.1677680874278
2023-04-13 01:21:34.412708,18.34025832497923,80.8383430569667,911.1636064894403
2023-04-13 01:22:34.492592,18.41771121318599,80.3304180291182,911.1603495944781
