time,temp,humi,pres
2022-07-08 00:00:08.519372,27.247896963273778,58.94580080693613,925.3376577360322
2022-07-08 00:01:08.581395,27.21687584400395,59.04376304723077,925.3314553280941
2022-07-08 00:02:08.635436,27.225529629503914,58.99501913142313,925.3327279657457
2022-07-08 00:03:08.709389,27.184395896849786,59.120398806875386,925.3188715673565
2022-07-08 00:04:08.784836,27.17401109887652,59.210096494931264,925.3096146592118
2022-07-08 00:05:08.864650,27.221581140863925,58.98115762109488,925.2771678651263
2022-07-08 00:06:08.940914,27.194882349042576,59.11153490403504,925.2640955126783
2022-07-08 00:07:09.010566,27.19246549519136,59.149473708758165,925.2499985436747
2022-07-08 00:08:09.079529,27.16540158965361,59.27035952080221,925.2511462764201
2022-07-08 00:09:09.144648,27.175727579712728,59.26879295920766,925.249563485471
2022-07-08 00:10:09.209620,27.16871758796786,59.24049966990936,925.2517879606205
2022-07-08 00:11:09.285021,27.160776550692464,59.34166495399457,925.2511073177353
2022-07-08 00:12:09.379450,27.145838916841587,59.38860380054367,925.2469077659388
2022-07-08 00:13:09.444406,27.11056715192561,59.477198085546114,925.2200447847233
2022-07-08 00:14:09.529965,27.127623526001116,59.45719190802499,925.2016304577754
2022-07-08 00:15:09.644692,27.104110582579292,59.66181710930429,925.1686440882918
2022-07-08 00:16:09.749513,27.149828797364517,59.44026536052266,925.1651905431441
2022-07-08 00:17:09.825330,27.10389385918658,59.60224894911364,925.1720417202309
2022-07-08 00:18:09.934685,27.15272920829809,59.403371367374966,925.2020237684699
2022-07-08 00:19:10.044629,27.132997421188538,59.5492608589533,925.2056629296981
2022-07-08 00:20:10.144710,27.12606997939795,59.581279246995244,925.2147850760424
2022-07-08 00:21:10.227879,27.167796436419795,59.37397677392003,925.244392374905
2022-07-08 00:22:10.289404,27.150086170884034,59.49739361597691,925.2435788087346
2022-07-08 00:23:10.354675,27.085353662811386,59.766749284927,925.2384217229708
2022-07-08 00:24:10.459435,27.09256116314936,59.69891025643449,925.2549355305192
2022-07-08 00:25:10.529433,27.09529201503623,59.76728728127474,925.2501662520946
2022-07-08 00:26:10.590551,27.09423450576845,59.785792000210094,925.2402947482075
2022-07-08 00:27:10.649400,27.124016990476566,59.78982350411313,925.2540955344734
2022-07-08 00:28:10.724631,27.106925731955307,59.862236339507454,925.2406393365375
2022-07-08 00:29:10.824693,27.14107867421098,59.77549248999841,925.2289968391186
2022-07-08 00:30:10.894649,27.10001440379991,59.90655377501214,925.2236615128206
2022-07-08 00:31:10.974640,27.09012732914618,59.818231619466516,925.209551027441
2022-07-08 00:32:11.049855,27.106111119227055,59.89271166111657,925.2417520592171
2022-07-08 00:33:11.112394,27.12428688485064,59.837285323082675,925.2198233975647
2022-07-08 00:34:11.169734,27.08753841127102,59.85933039523415,925.2075735398197
2022-07-08 00:35:11.241225,27.11282494380997,59.84123960368877,925.2306839765741
2022-07-08 00:36:11.304647,27.09116014851572,59.94811432313423,925.2277854411553
2022-07-08 00:37:11.384650,27.118374835136443,59.92393176439733,925.2433877822879
2022-07-08 00:38:11.464617,27.103375069394342,59.979777850106544,925.2533172316024
2022-07-08 00:39:11.539550,27.148817827296526,59.8773880561966,925.2579647058606
2022-07-08 00:40:11.604593,27.130633627804244,59.86328620132049,925.2389050931729
2022-07-08 00:41:11.693357,27.15050935893434,59.90892376680085,925.2221257649478
2022-07-08 00:42:11.769470,27.194518435553228,59.79829380277103,925.1926907101371
2022-07-08 00:43:11.844686,27.123021597232057,60.058228791003366,925.1890271910617
2022-07-08 00:44:11.939404,27.118429658640544,60.139526934691865,925.2097366290387
2022-07-08 00:45:12.004664,27.1441998046385,60.01246609713812,925.2411331612906
2022-07-08 00:46:12.119507,27.14836772195442,59.947671841148896,925.2587474213084
2022-07-08 00:47:12.184644,27.160291059924326,59.959492541162,925.2282786411681
2022-07-08 00:48:12.284646,27.094867421971653,60.17520942057401,925.1976368380634
2022-07-08 00:49:12.389496,27.092444352425268,60.23690999046745,925.1724979065709
2022-07-08 00:50:12.464626,27.133358270890916,60.08844808540162,925.1727988077818
2022-07-08 00:51:12.570991,27.117541069679536,60.124229975164845,925.1741717723506
2022-07-08 00:52:12.639453,27.078968285541364,60.271264150625754,925.1627435248441
2022-07-08 00:53:12.710576,27.063390428224228,60.3226347049185,925.1480929756228
2022-07-08 00:54:12.769569,27.060951029786814,60.35855070577657,925.1523093631997
2022-07-08 00:55:12.839367,27.055372967539142,60.389023097629675,925.1470502178233
2022-07-08 00:56:12.909498,27.070124510201637,60.32160515151366,925.1585356426696
2022-07-08 00:57:12.984668,27.073308357701297,60.33267520056195,925.1663819701737
2022-07-08 00:58:13.084696,27.035083258966434,60.45166285842824,925.1653505276095
2022-07-08 00:59:13.164636,26.993743999669668,60.515372208087214,925.1381736316162
2022-07-08 01:00:13.239552,27.04156295015599,60.482475524323355,925.1392838123286
2022-07-08 01:01:13.304652,27.012449066691342,60.53544819969889,925.1020089896134
2022-07-08 01:02:13.379515,27.007153392316404,60.56473573196284,925.0931742233752
2022-07-08 01:03:13.444968,27.015102211372046,60.52321131423514,925.0797069639708
2022-07-08 01:04:13.524811,26.998733350334714,60.58395995575997,925.1172446438782
2022-07-08 01:05:13.605293,26.97505124109247,60.664114258801106,925.1290995175506
2022-07-08 01:06:13.684636,26.989235110559076,60.62202916498351,925.1367230444838
2022-07-08 01:07:13.764644,27.00479373135297,60.555894901557515,925.1596580649338
2022-07-08 01:08:13.848014,27.00445419978156,60.5585091574482,925.15757351944
